date_and_time, travel_mode, x_acc [m/s^2], y_acc [m/s^2], z_acc [m/s^2], x_grav [m/s^2], y_grav [m/s^2], z_grav [m/s^2], x_lin_acc [m/s^2], y_lin_acc [m/s^2], z_lin_acc [m/s^2], x_gryo [rad/s], y_gyro [rad/s], z_gyro [rad/s], light [lux], x_mag [uT], y_mag [uT], z_mag [uT], x_orient [deg], y_orient [deg], z_orient [deg], prox [cm], sound_lvl [db] 
2014_11_30 15:12:22.914, walking, 0.17706452, -0.17706452, 10.174399, 0.20155507, -0.1473393, 9.803472, -0.02449055, -0.029725224, 0.3709278, 0.0070249503, -0.01160644, -0.0012217305, 100.0, 22.08, 16.859999, 53.46, -0.8708039, 0.015024993, -0.020556666, 5.0, null 
2014_11_30 15:12:23.492, walking, 0.23154591, -0.095342435, 10.18802, 0.19574127, -0.14732143, 9.803589, 0.04942499, 0.01111795, 0.39805126, 0.008246681, -0.0125227375, 0.0036651916, 100.0, 20.64, 17.1, 53.579998, -0.82959294, 0.015023171, -0.019963633, 5.0, null 
2014_11_30 15:12:24.123, walking, 0.21792556, -0.13620348, 10.20164, 0.19777013, -0.14359216, 9.803604, 0.02015543, 0.007388681, 0.398036, 0.007330383, -0.0070249503, -0.0012217305, 100.0, 19.92, 17.039999, 53.64, -0.8127966, 0.014642849, -0.02017047, 5.0, null 
2014_11_30 15:12:24.658, walking, 0.19068487, -0.14982383, 10.2152605, 0.19652565, -0.13746797, 9.803717, 0.0077795684, 0.014884837, 0.4932661, 0.007941248, -0.013133603, -0.002443461, 100.0, 20.46, 17.039999, 53.28, -0.82833326, 0.01401829, -0.02004335, 5.0, null 
2014_11_30 15:12:25.206, walking, 0.20430522, -0.10896278, 10.119919, 0.1950468, -0.13390028, 9.803796, 0.009258419, 0.024937503, 0.316123, 0.004581489, -0.01160644, 0.004276057, 100.0, 20.039999, 17.4, 53.039997, 1.6882138, 0.95274574, -1.7234457, 5.0, null 
2014_11_30 15:12:25.774, walking, 0.12258313, -0.13620348, 10.147159, 0.19660482, -0.13676943, 9.803725, 0.034941092, -0.026674747, 0.3842945, 0.006414085, -0.012217305, 0.0012217305, 100.0, 20.4, 17.039999, 53.94, -0.82628614, 0.013947053, -0.020051405, 5.0, null 
2014_11_30 15:12:26.401, walking, 0.16344418, -0.16344418, 10.147159, 0.19445518, -0.14168172, 9.803699, -0.031011, -0.02176246, 0.34346008, 0.005192355, -0.0125227375, -0.0033597588, 100.0, 20.76, 17.16, 53.64, -0.8353677, 0.01468361, -0.014685193, 5.0, null 
2014_11_30 15:12:27.019, walking, 0.20430522, -0.095342435, 10.18802, 0.1978569, -0.14267148, 9.803616, 0.0064483136, 0.047329046, 0.38440418, 0.0067195175, -0.008552114, -9.162979E-4, 100.0, 19.74, 16.92, 54.059998, 1.641955, 0.67125654, -1.6902252, 5.0, null 
2014_11_30 15:12:27.546, walking, 0.21792556, -0.12258313, 10.18802, 0.19917057, -0.14087246, 9.803616, -0.008485705, -0.0770531, 0.41164494, 0.0070249503, -0.008857546, 0.006414085, 100.0, 21.06, 17.1, 53.76, -0.8405008, 0.014365488, -0.020313239, 5.0, null 
2014_11_30 15:12:28.074, walking, 0.23154591, -0.14982383, 10.133538, 0.20318852, -0.13636404, 9.8035965, 0.028357387, -0.013459787, 0.32994175, 0.005192355, -0.0106901415, 0.004886922, 100.0, 20.039999, 17.22, 53.64, -0.8112603, 0.013905711, -0.02072295, 5.0, null 
2014_11_30 15:12:28.629, walking, 0.21792556, -0.12258313, 10.133538, 0.19969511, -0.13897818, 9.803632, 0.018230453, 0.016395055, 0.32990646, 0.010079277, -0.012217305, 6.1086525E-4, 100.0, 22.26, 16.619999, 53.94, -0.9464452, -0.049579702, -0.055203315, 5.0, null 
2014_11_30 15:12:29.134, walking, 0.21792556, -0.14982383, 10.160779, 0.19994254, -0.14010225, 9.803611, 0.01798302, -0.009721577, 0.3571682, 0.007941248, -0.0076358155, 0.003970624, 100.0, 21.24, 16.68, 53.52, -0.85697335, 0.01428694, -0.02039196, 5.0, null 
2014_11_30 15:12:29.657, walking, 0.21792556, -0.14982383, 10.2152605, 0.19382657, -0.14177456, 9.803709, -0.0031417012, -0.021669611, 0.3434496, 0.007941248, -0.011911872, -0.0012217305, 100.0, 20.82, 17.22, 53.76, -0.8317716, 0.014457486, -0.019768164, 5.0, null 
2014_11_30 15:12:30.201, walking, 0.21792556, -0.19068487, 10.147159, 0.1980502, -0.14578344, 9.803566, 0.060736418, 0.036820658, 0.2891121, 0.007330383, -0.0125227375, 0.0012217305, 100.0, 20.76, 17.279999, 53.219997, -0.8278961, 0.014866321, -0.020199105, 5.0, null 
2014_11_30 15:12:30.799, walking, 0.19068487, -0.17706452, 10.147159, 0.19386235, -0.14148282, 9.803714, -0.003177479, -0.021961361, 0.38430595, 0.0070249503, -0.009773844, 0.002443461, 100.0, 20.52, 17.34, 53.94, -0.80759495, 0.014741645, -0.018764555, 5.0, null 
2014_11_30 15:12:31.396, walking, 0.21792556, -0.16344418, 10.106298, 0.19295266, -0.13643944, 9.8038025, 0.0249729, -0.027004734, 0.30249596, 0.0067195175, -0.008857546, 0.003970624, 100.0, 20.699999, 17.039999, 53.699997, -0.8347381, 0.0139134, -0.01967887, 5.0, null 
2014_11_30 15:12:31.923, walking, 0.21792556, -0.08172209, 10.242501, 0.18883848, -0.14356378, 9.803781, 0.001846388, -0.0062600523, 0.2888975, 0.007330383, -0.010995574, 0.0036651916, 100.0, 20.58, 16.619999, 53.76, -0.8429764, 0.014639954, -0.01925942, 5.0, null 
2014_11_30 15:12:32.434, walking, 0.20430522, -0.16344418, 10.18802, 0.19356743, -0.14365213, 9.803687, 0.010737792, -0.01979205, 0.38433266, 0.003970624, -0.009773844, -3.0543262E-4, 100.0, 19.92, 17.1, 53.219997, 1.5804514, 0.9725709, -2.1471715, 5.0, null 
2014_11_30 15:12:33.032, walking, 0.19068487, -0.19068487, 10.160779, 0.19958766, -0.14702249, 9.803516, -0.008902788, -0.043662384, 0.3572626, 0.01038471, -0.0061086523, 6.1086525E-4, 100.0, 20.34, 16.98, 53.879997, -0.8244585, 0.014992682, -0.02035597, 5.0, null 
2014_11_30 15:12:33.539, walking, 0.20430522, -0.12258313, 10.147159, 0.19660728, -0.14351287, 9.803629, -0.005922407, -0.019931301, 0.38439083, 0.01038471, -0.009162978, 0.0021380284, 100.0, 23.64, 16.44, 54.539997, -0.9177985, 0.014634763, -0.020051854, 5.0, null 
2014_11_30 15:12:34.134, walking, 0.17706452, -0.21792556, 10.119919, 0.18807267, -0.14396971, 9.803789, -0.011008143, -0.07395585, 0.31612968, 0.0061086523, -0.011911872, -6.1086525E-4, 100.0, 19.68, 17.58, 53.879997, -0.7926499, 0.014681352, -0.019181319, 5.0, null 
2014_11_30 15:12:34.665, walking, 0.20430522, -0.13620348, 10.051817, 0.18999705, -0.14214788, 9.803779, 0.05516921, 0.033185102, 0.3025198, 0.0076358155, -0.008857546, -6.1086525E-4, 100.0, 22.56, 16.44, 53.579998, -0.8958558, 0.014495557, -0.019377558, 5.0, null 
2014_11_30 15:12:35.193, walking, 0.21792556, -0.21792556, 10.2152605, 0.19351819, -0.14577709, 9.803657, 0.024407372, -0.07214847, 0.41160393, 0.0061086523, -0.009773844, -0.00580322, 100.0, 19.619999, 17.4, 54.239998, 1.3854508, 0.8369162, -1.3258177, 5.0, null 
2014_11_30 15:12:35.799, walking, 0.21792556, -0.10896278, 10.20164, 0.19101301, -0.14199567, 9.8037615, 0.026912555, 0.033032887, 0.39787865, 0.007330383, -0.009162978, 0.0015271631, 100.0, 21.539999, 16.92, 53.879997, -0.8581154, 0.014480034, -0.01948118, 5.0, null 
2014_11_30 15:12:36.311, walking, 0.20430522, -0.14982383, 10.283362, 0.19128557, -0.1419516, 9.803757, 0.026639998, 0.005748123, 0.30254173, 0.0106901415, -0.00580322, -0.0033597588, 100.0, 21.24, 16.74, 53.34, -0.80973285, -0.018923948, -0.08782744, 5.0, null 
2014_11_30 15:12:36.859, walking, 0.19068487, -0.10896278, 10.20164, 0.18960504, -0.14052545, 9.80381, 0.0010798275, 0.031562664, 0.39783, 0.009773844, -0.0070249503, 6.1086525E-4, 100.0, 20.939999, 17.46, 54.18, -0.8285986, 0.014330098, -0.019337524, 5.0, null 
2014_11_30 15:12:37.410, walking, 0.23154591, -0.14982383, 10.18802, 0.18806258, -0.13663116, 9.803895, 0.0026222914, 4.2767823E-4, 0.31602383, 0.0106901415, -0.01038471, -0.0036651916, 100.0, 19.98, 17.46, 53.64, -0.80522215, 0.013932952, -0.019180084, 5.0, null 
2014_11_30 15:12:37.916, walking, 0.23154591, -0.14982383, 10.160779, 0.19227967, -0.13084896, 9.803892, 0.039266244, -0.01897487, 0.35688686, 0.009162978, -0.01282817, 9.162979E-4, 100.0, 20.4, 16.98, 53.52, -0.829878, 0.013343276, -0.019610072, 5.0, null 
2014_11_30 15:12:38.530, walking, 0.19068487, -0.14982383, 10.20164, 0.18965822, -0.13525745, 9.803883, 0.0010266453, -0.014566377, 0.39775753, 0.0033597588, -0.004276057, -0.0012217305, 100.0, 19.8, 17.16, 53.28, -0.8090519, 0.013792859, -0.019342804, 5.0, null 
2014_11_30 15:12:39.031, walking, 0.16344418, -0.16344418, 10.20164, 0.18729506, -0.13473633, 9.803936, -0.010230541, -0.0150875, 0.38408375, 0.008246681, -0.0021380284, -0.0033597588, 100.0, 21.539999, 16.74, 54.12, -0.86459124, 0.0137397135, -0.019101746, 5.0, null 
2014_11_30 15:12:39.581, walking, 0.06810174, -0.14982383, 10.228881, 0.18365936, -0.1362872, 9.803983, -0.11555762, -0.013536632, 0.42489815, 0.008857546, -0.009468411, 0.0033597588, 100.0, 19.74, 17.1, 53.52, -0.80964, 0.013897873, -0.018730948, 5.0, null 
2014_11_30 15:12:40.269, walking, 0.20430522, -0.17706452, 10.119919, 0.18894255, -0.13663341, 9.803877, 0.028983012, -0.0131904185, 0.41138363, 0.0067195175, -0.013439035, 3.0543262E-4, 100.0, 20.039999, 17.1, 53.699997, 1.7108204, 0.58053255, -1.8233505, 5.0, null 
2014_11_30 15:12:40.803, walking, 0.19068487, -0.14982383, 10.160779, 0.18761806, -0.13757454, 9.80389, 0.003066808, -0.012249291, 0.35688877, 0.008246681, -0.008552114, -9.162979E-4, 100.0, 21.18, 16.74, 54.539997, -0.8388465, 0.034307696, -0.008592965, 5.0, null 
2014_11_30 15:12:41.406, walking, 0.21792556, -0.14982383, 10.160779, 0.19687285, -0.1402365, 9.803672, 0.021052718, -0.009587333, 0.35710716, 0.007330383, -0.0106901415, -0.0018325958, 100.0, 20.34, 16.859999, 53.1, -0.8299972, 0.014300629, -0.020078842, 5.0, null 
2014_11_30 15:12:41.943, walking, 0.24516626, -0.13620348, 10.092678, 0.1935896, -0.13796474, 9.803768, -0.002904728, -0.011859089, 0.3842516, 0.008857546, -0.005192355, 6.1086525E-4, 100.0, 20.76, 17.1, 54.0, -0.83399, 0.014068952, -0.019743882, 5.0, null 
2014_11_30 15:12:42.477, walking, 0.19068487, -0.16344418, 10.119919, 0.18748273, -0.13775891, 9.80389, 0.0032021403, -0.025685266, 0.3160286, 0.011911872, -0.009468411, 0.0012217305, 100.0, 19.38, 17.22, 52.92, -0.796349, 0.014047961, -0.019120969, 5.0, null 
2014_11_30 15:12:43.094, walking, 0.19068487, -0.19068487, 10.092678, 0.1835699, -0.13807788, 9.80396, 0.0071149766, -0.052606985, 0.28871822, 0.011911872, -0.0067195175, -0.0012217305, 100.0, 19.439999, 16.859999, 53.16, -0.80195165, 0.016081573, -0.018764554, 5.0, null 
2014_11_30 15:12:43.572, walking, 0.23154591, -0.17706452, 10.2152605, 0.18728794, -0.13735773, 9.8039, 0.04425797, 0.014774598, 0.32963848, 0.00580322, -0.007941248, -0.0015271631, 100.0, 20.1, 16.98, 53.46, -0.8218659, 0.014007048, -0.019101089, 5.0, null 
2014_11_30 15:12:44.147, walking, 0.19068487, -0.13620348, 10.147159, 0.1908447, -0.1393728, 9.8038025, -1.5982985E-4, 0.003169313, 0.34335613, 0.0076358155, -0.009773844, -6.1086525E-4, 100.0, 18.9, 17.34, 53.52, -0.7784685, 0.014212549, -0.019463938, 5.0, null 
2014_11_30 15:12:44.709, walking, 0.19068487, -0.14982383, 10.296983, 0.191432, -0.14106515, 9.803766, 0.012873217, 0.018482022, 0.34339237, 0.006414085, -0.008857546, 0.0015271631, 100.0, 21.24, 16.98, 53.34, 1.8188207, 0.64670104, -1.9756881, 5.0, null 
2014_11_30 15:12:45.360, walking, 0.20430522, -0.14982383, 10.147159, 0.18957968, -0.13850617, 9.803839, 0.014725536, -0.011317655, 0.3433199, 0.0061086523, -0.008552114, 0.0027488936, 100.0, 20.16, 17.46, 53.34, -0.809709, 0.014124168, -0.019334882, 5.0, null 
2014_11_30 15:12:45.966, walking, 0.24516626, -0.21792556, 10.119919, 0.1987714, -0.13890043, 9.803652, 0.046394855, -0.079025134, 0.316267, 0.0076358155, -0.003970624, 0.005192355, 100.0, 20.1, 17.22, 53.219997, 1.2014585, 0.8063215, -1.6983058, 5.0, null 
2014_11_30 15:12:46.493, walking, 0.17706452, -0.06810174, 10.038197, 0.20070228, -0.14170629, 9.803572, 0.017223284, -0.008117542, 0.3572073, 0.008857546, -0.005497787, 0.0021380284, 100.0, 22.26, 16.32, 53.34, -0.89133024, 0.014450522, -0.020469503, 5.0, null 
2014_11_30 15:12:47.031, walking, 0.21792556, -0.10896278, 10.242501, 0.19955261, -0.13614392, 9.803675, 0.018372953, 0.027181141, 0.43882656, 0.010079277, -0.0106901415, 3.0543262E-4, 100.0, 19.859999, 17.279999, 53.64, -0.80539435, 0.013883262, -0.02035207, 5.0, null 
2014_11_30 15:12:47.612, walking, 0.23154591, -0.17706452, 10.283362, 0.19829772, -0.13171817, 9.803761, 0.0060074925, -0.018105656, 0.38425922, 0.0076358155, -0.008552114, 0.0018325958, 100.0, 21.42, 17.1, 53.399998, 1.5996996, 0.90920424, -1.6183795, 5.0, null 
2014_11_30 15:12:48.236, walking, 0.21792556, -0.12258313, 10.2152605, 0.20321786, -0.13602574, 9.8036, 0.014707699, 0.013442613, 0.4116602, 0.0070249503, -0.014049901, -0.0027488936, 100.0, 19.8, 16.74, 53.46, -0.818625, 0.013871211, -0.020725934, 5.0, null 
2014_11_30 15:12:48.743, walking, 0.20430522, -0.19068487, 10.119919, 0.2033546, -0.13849507, 9.803563, -0.012669727, 0.00229159, 0.38445663, 0.0106901415, -0.006414085, 0.0067195175, 100.0, 20.22, 16.859999, 53.579998, -2.4547484, 0.0141230365, -0.020739954, 5.0, null 
2014_11_30 15:12:49.290, walking, 0.19068487, -0.13620348, 10.119919, 0.19763401, -0.13158445, 9.803776, -0.0069491416, -0.004619032, 0.31614304, 0.010079277, -0.011911872, 0.0012217305, 100.0, 20.22, 16.5, 53.219997, -0.83829844, 0.013418281, -0.02015624, 5.0, null 
2014_11_30 15:12:49.874, walking, 0.21792556, -0.14982383, 10.051817, 0.19527331, -0.13695893, 9.803749, -0.018208787, -0.012864903, 0.41151142, 0.005192355, -0.011911872, 6.1086525E-4, 100.0, 20.279999, 17.039999, 52.62, -0.8245431, 0.013966378, -0.019915596, 5.0, null 
2014_11_30 15:12:50.518, walking, 0.19068487, -0.14982383, 10.160779, 0.1965251, -0.13796805, 9.80371, -0.005840227, -0.011855781, 0.35706902, 0.00580322, -0.010079277, 3.0543262E-4, 100.0, 19.98, 16.5, 53.579998, -0.830845, 0.014069289, -0.020043308, 5.0, null 
2014_11_30 15:12:51.100, walking, 0.23154591, -0.10896278, 10.2152605, 0.19696914, -0.13489152, 9.803744, 0.034576774, 0.025928743, 0.4115162, 0.0076358155, -0.0070249503, 0.002443461, 100.0, 20.939999, 17.1, 53.82, -0.8386744, 0.013755541, -0.020088512, 5.0, null 
2014_11_30 15:12:51.627, walking, 0.19068487, -0.14982383, 10.2152605, 0.19787253, -0.13695219, 9.803698, -0.0071876645, -0.012871638, 0.41156292, 0.01038471, -0.010995574, 0.0012217305, 100.0, 20.52, 17.1, 53.399998, 1.6785326, 0.9309385, -1.7126933, 5.0, null 
2014_11_30 15:12:52.153, walking, 0.19068487, -0.21792556, 10.079058, 0.19764493, -0.14328529, 9.803612, 0.033900976, -0.00653854, 0.39802837, 0.008857546, -0.008552114, -0.0021380284, 100.0, 20.82, 17.1, 53.52, -0.83455354, 0.0146115525, -0.02015769, 5.0, null 
2014_11_30 15:12:52.778, walking, 0.19068487, -0.14982383, 10.174399, 0.19887628, -0.14169265, 9.80361, 0.00542894, -0.008131176, 0.35716915, 0.007941248, -0.0106901415, -0.007941248, 100.0, 22.02, 16.859999, 53.76, -0.8642681, 0.015995849, -0.0186645, 5.0, null 
2014_11_30 15:12:53.385, walking, 0.19068487, -0.13620348, 10.283362, 0.1916526, -0.13888001, 9.803793, -9.677261E-4, 0.0026765317, 0.47956944, 0.004886922, -0.01160644, 9.162979E-4, 100.0, 19.74, 16.98, 53.64, 1.269146, 0.78380334, -1.160669, 5.0, null 
2014_11_30 15:12:53.920, walking, 0.20430522, -0.14982383, 10.283362, 0.19037564, -0.13984896, 9.803804, 3.092289E-4, 0.0036454797, 0.38421535, 0.007941248, -0.009162978, 9.162979E-4, 100.0, 19.92, 17.1, 53.399998, -0.81299627, 0.014261109, -0.019416107, 5.0, null 
2014_11_30 15:12:54.444, walking, 0.17706452, -0.12258313, 10.119919, 0.19164181, -0.13934802, 9.803787, -0.014577284, 0.016764887, 0.3161316, 0.008857546, -0.008857546, 0.0012217305, 100.0, 20.88, 17.22, 53.94, -0.83379525, 0.01421002, -0.019545242, 5.0, null 
2014_11_30 15:12:55.058, walking, 0.14982383, -0.16344418, 10.2152605, 0.19157548, -0.13943918, 9.803787, 0.012729734, 0.016856052, 0.38423252, 0.005497787, -0.009773844, -0.006414085, 100.0, 19.68, 17.16, 53.579998, -0.8046547, 0.014219318, -0.01953848, 5.0, null 
2014_11_30 15:12:55.659, walking, 0.21792556, -0.10896278, 10.160779, 0.18713346, -0.14800292, 9.803747, 0.030792102, 0.03904014, 0.35703182, 0.008552114, -0.0106901415, -3.0543262E-4, 100.0, 19.98, 17.16, 53.82, -0.81175154, 0.01509267, -0.019085636, 5.0, null 
2014_11_30 15:12:56.182, walking, 0.14982383, -0.14982383, 10.092678, 0.18566237, -0.15272304, 9.803703, 0.018642843, 0.0028992146, 0.30259514, 0.009468411, -0.008246681, 0.0015271631, 100.0, 20.939999, 16.98, 53.699997, -0.840964, 0.0155740455, -0.01893572, 5.0, null 
2014_11_30 15:12:56.710, walking, 0.20430522, -0.13620348, 10.18802, 0.18710016, -0.14839299, 9.803742, 0.01720506, 0.0121895075, 0.38427734, 0.0067195175, -0.0125227375, -0.0012217305, 100.0, 19.92, 17.279999, 54.18, -0.8064595, 0.0151324505, -0.01908225, 5.0, null 
2014_11_30 15:12:57.320, walking, 0.21792556, -0.14982383, 10.092678, 0.18980038, -0.1436923, 9.803761, -0.026356205, -0.00613153, 0.3978796, 0.008857546, -0.007941248, -3.0543262E-4, 100.0, 19.98, 17.16, 53.579998, -0.8170585, 0.009495713, -0.020349972, 5.0, null 
2014_11_30 15:12:57.938, walking, 0.23154591, -0.12258313, 10.283362, 0.19419059, -0.13902669, 9.803741, 0.03735532, 0.016443558, 0.47962093, 0.008246681, -0.0076358155, -0.0015271631, 100.0, 20.1, 17.4, 53.28, -0.80909854, 0.014177252, -0.019805215, 5.0, null 
2014_11_30 15:12:58.456, walking, 0.19068487, -0.19068487, 10.18802, 0.18840453, -0.14152488, 9.803819, 0.0022803396, 0.0053213984, 0.38420105, 0.0070249503, -0.011301007, 0.002443461, 100.0, 21.24, 17.4, 53.579998, -0.8382209, 0.014432022, -0.019215098, 5.0, null 
2014_11_30 15:12:58.991, walking, 0.17706452, -0.16344418, 10.228881, 0.18875267, -0.14203186, 9.803804, -0.011688143, -0.021412313, 0.42507648, 0.008246681, -0.0030543262, -0.0027488936, 100.0, 21.6, 16.74, 53.16, -0.86553365, 0.014483726, -0.019250624, 5.0, null 
2014_11_30 15:12:59.619, walking, 0.19068487, -0.12258313, 10.242501, 0.18986623, -0.14013147, 9.80381, 0.04167968, -0.009692356, 0.35696888, 0.008857546, -0.008857546, 0.002443461, 100.0, 20.279999, 17.279999, 53.399998, -2.4417334, 0.014289919, -0.019364156, 5.0, null 
2014_11_30 15:13:00.209, walking, 0.21792556, -0.17706452, 10.283362, 0.19336477, -0.13827966, 9.803768, 0.024560794, -0.03878486, 0.47959423, 0.0012217305, -0.006414085, 0.0015271631, 100.0, 20.88, 17.1, 53.52, -0.8374202, 0.0141010685, -0.019720959, 5.0, null 
2014_11_30 15:13:00.724, walking, 0.23154591, -0.14982383, 10.106298, 0.19271033, -0.13707452, 9.803799, 0.038835585, 8.710325E-4, 0.32973957, 0.005192355, -0.008857546, 0.0012217305, 100.0, 19.92, 16.56, 53.16, -0.82861936, 0.013978166, -0.019654168, 5.0, null 
2014_11_30 15:13:01.226, walking, 0.19068487, -0.21792556, 10.119919, 0.1967988, -0.13274406, 9.803777, -0.0061139315, -0.085181504, 0.31614208, 0.008246681, -0.0061086523, -0.0015271631, 100.0, 19.74, 17.4, 53.219997, 0.23922835, 0.32086664, -1.6475682, 5.0, null 
2014_11_30 15:13:01.731, walking, 0.19068487, -0.12258313, 10.18802, 0.19226277, -0.133002, 9.803864, -0.0015778989, 0.01041887, 0.38415623, 0.008552114, -0.0067195175, 0.004886922, 100.0, 20.16, 17.4, 53.879997, -0.8113183, 0.013562844, -0.019608406, 5.0, null 
2014_11_30 15:13:02.331, walking, 0.14982383, -0.14982383, 10.18802, 0.19123313, -0.13879803, 9.8038025, 0.026692435, -0.011025801, 0.38421726, 0.01038471, -0.01038471, -6.1086525E-4, 100.0, 20.52, 16.859999, 53.64, -0.83515006, 0.014153933, -0.019503543, 5.0, null 
2014_11_30 15:13:02.950, walking, 0.21792556, -0.14982383, 10.106298, 0.19807173, -0.13878597, 9.803667, 0.01985383, -0.011037856, 0.30263138, 0.009162978, -0.009162978, -0.00580322, 100.0, 20.46, 16.8, 53.28, 0.34366256, 0.6528724, -1.784857, 5.0, null 
2014_11_30 15:13:03.461, walking, 0.20430522, -0.10896278, 10.147159, 0.19201484, -0.14022994, 9.803767, -0.0013299733, 0.0040264577, 0.3570118, 0.0036651916, -0.004886922, 0.002443461, 100.0, 21.119999, 16.8, 53.64, -0.8515798, 0.014299961, -0.019583318, 5.0, null 
2014_11_30 15:13:04.025, walking, 0.17706452, -0.12258313, 10.160779, 0.19239475, -0.13054805, 9.803893, -0.015330225, 0.0079649165, 0.3568859, 0.0027488936, -0.009468411, -0.002443461, 100.0, 20.1, 17.1, 53.46, -2.600509, 0.013312588, -0.019621802, 5.0, null 
2014_11_30 15:13:04.596, walking, 0.20430522, -0.16344418, 10.3242235, 0.19348577, -0.13038406, 9.803874, -0.0028008968, -0.03306012, 0.38414574, 0.004886922, -0.005192355, 3.0543262E-4, 100.0, 21.42, 16.5, 53.399998, -0.8689835, 0.013295866, -0.019733084, 5.0, null 
2014_11_30 15:13:05.230, walking, 0.20430522, -0.14982383, 10.18802, 0.19259949, -0.13580298, 9.803819, 0.011705726, -0.014020845, 0.38420105, 0.0061086523, -0.007941248, -0.0027488936, 100.0, 22.02, 16.5, 53.52, -0.8824264, 0.013848493, -0.019642828, 5.0, null 
2014_11_30 15:13:05.731, walking, 0.23154591, -0.16344418, 10.119919, 0.19553488, -0.13725486, 9.80374, -0.018470362, 0.014671735, 0.3842802, 0.008552114, -0.008246681, -0.0021380284, 100.0, 21.96, 16.68, 53.579998, -0.8752601, 0.013996558, -0.019942285, 5.0, null 
2014_11_30 15:13:06.287, walking, 0.16344418, -0.10896278, 10.092678, 0.20079991, -0.14492816, 9.803523, -0.037355736, 0.035965376, 0.289155, 0.0061086523, -0.008246681, 0.0027488936, 100.0, 19.92, 17.279999, 53.879997, -0.80524284, 0.014779097, -0.02047956, 5.0, null 
2014_11_30 15:13:06.827, walking, 0.21792556, -0.13620348, 10.160779, 0.2016146, -0.14142185, 9.803558, 0.01631096, 0.0052183717, 0.35722065, 0.0076358155, -0.007941248, 0.004581489, 100.0, 20.16, 17.1, 53.34, -0.8174933, 0.014421514, -0.020562554, 5.0, null 
2014_11_30 15:13:07.342, walking, 0.20430522, -0.14982383, 10.119919, 0.19612777, -0.14384916, 9.803634, 0.008177444, -0.0059746653, 0.31628513, 0.008857546, -0.009773844, -0.0018325958, 100.0, 20.88, 17.039999, 53.34, 0.7329172, 0.8900422, -1.1220729, 5.0, null 
2014_11_30 15:13:07.954, walking, 0.24516626, -0.14982383, 10.160779, 0.19581418, -0.1452653, 9.803618, 0.04935208, -0.0045585334, 0.35716057, 0.0106901415, -0.008552114, 0.006414085, 100.0, 19.92, 16.5, 53.52, 1.1807551, 1.0943975, -1.6295521, 5.0, null 
2014_11_30 15:13:08.483, walking, 0.19068487, -0.14982383, 10.18802, 0.19903716, -0.14183067, 9.803604, -0.008352295, 0.005627185, 0.4525175, 0.008857546, -0.0106901415, -0.002443461, 100.0, 21.24, 16.92, 53.699997, -0.8499024, 0.014463207, -0.020299658, 5.0, null 
2014_11_30 15:13:09.009, walking, 0.19068487, -0.14982383, 10.20164, 0.19610739, -0.13872649, 9.803708, -0.0054225177, -0.011097342, 0.39793205, 0.004886922, -0.0106901415, -0.0033597588, 100.0, 18.6, 17.279999, 53.039997, -0.77139306, 0.014146637, -0.020000722, 5.0, null 
2014_11_30 15:13:09.618, walking, 0.19068487, -0.12258313, 10.092678, 0.1984576, -0.13542765, 9.803706, -0.007772729, 0.012844525, 0.2889719, 0.009773844, -0.0061086523, 0.0018325958, 100.0, 19.38, 17.46, 53.039997, 1.4829631, 0.75316936, -2.12629, 5.0, null 
2014_11_30 15:13:10.231, walking, 0.21792556, -0.13620348, 10.18802, 0.19432117, -0.13567115, 9.803785, 0.023604393, -5.323291E-4, 0.38423443, 0.008246681, -0.01282817, 0.004581489, 100.0, 18.96, 17.34, 53.16, -0.78050554, 0.013835049, -0.01981844, 5.0, null 
2014_11_30 15:13:10.760, walking, 0.20430522, -0.12258313, 10.160779, 0.1964212, -0.13906693, 9.803697, -0.005736336, 0.0437245, 0.38432312, 0.008246681, -0.007941248, -0.007330383, 100.0, 20.279999, 17.1, 53.399998, 1.0575235, 0.8486485, -1.5019399, 5.0, null 
2014_11_30 15:13:11.292, walking, 0.19068487, -0.16344418, 10.147159, 0.19696872, -0.13903429, 9.803686, -0.0062838495, -0.02440989, 0.34347248, 0.0076358155, -0.008552114, -0.0018325958, 100.0, 21.9, 16.68, 53.52, -0.8734345, 0.0141780265, -0.020088589, 5.0, null 
2014_11_30 15:13:11.925, walking, 0.21792556, -0.13620348, 10.160779, 0.19840331, -0.14174904, 9.803618, 0.01952225, -0.04893583, 0.4525032, 0.0076358155, -0.010079277, 0.0021380284, 100.0, 19.68, 17.1, 53.34, -0.7981104, 0.015931312, -0.021245144, 5.0, null 
2014_11_30 15:13:12.505, walking, 0.19068487, -0.16344418, 10.065437, 0.19423084, -0.14363427, 9.803675, -0.0035459697, -0.019809902, 0.26176262, 0.0070249503, -0.00580322, 0.0018325958, 100.0, 21.06, 17.279999, 53.039997, -0.8364302, 0.014647143, -0.019809453, 5.0, null 
2014_11_30 15:13:13.042, walking, 0.19068487, -0.14982383, 10.2152605, 0.19949417, -0.13992327, 9.803622, 0.04567209, 0.07182153, 0.35715675, 0.0033597588, -0.010079277, 9.162979E-4, 100.0, 20.88, 17.16, 53.64, -2.6254, 0.014268687, -0.020346219, 5.0, null 
